customer_id,product_id,basket_id,loyalty,household_type,age_band,department,brand,commodity,store,transaction_date,price,days_since_first
15803,1036753,57266,Loyalist,"1 adult with kids",19-24,Pastry,private,Bread,374,"2018-10-18 00:00:00",3.98,0
15811,835973,57381,Promiscuous,"Single female",19-24,Grocery,national,"Water - carbonated/flavoured drinks",374,"2019-10-18 00:00:00",9.98,0
15811,1043563,57381,Promiscuous,"Single female",19-24,Pharmaceutical,national,Candy,374,"2019-10-18 00:00:00",0.89,0
15811,900626,57381,Promiscuous,"Single female",19-24,Cosmetics,national,"Makeup and treatment",374,"2019-10-18 00:00:00",1.25,0
15811,15596627,57381,Promiscuous,"Single female",19-24,Grocery,national,"Dishwash detergents",374,"2019-10-18 00:00:00",3.49,0
15811,1138189,57381,Promiscuous,"Single female",19-24,Grocery,national,"Soft drinks",374,"2019-10-18 00:00:00",1.29,0
15811,1056509,57381,Promiscuous,"Single female",19-24,Grocery,private,"Milk by-products",374,"2019-10-18 00:00:00",2.39,0
15811,10284942,57381,Promiscuous,"Single female",19-24,Grocery,private,"Baking needs",374,"2019-10-18 00:00:00",0.69,0
15811,1082185,57381,Promiscuous,"Single female",19-24,Produce,national,"Tropical fruit",374,"2019-10-18 00:00:00",1.72,0
15811,951590,57381,Promiscuous,"Single female",19-24,Grocery,national,"Baked bread/buns/rolls",374,"2019-10-18 00:00:00",1.99,0
15811,961554,57381,Promiscuous,"Single female",19-24,Produce,private,Carrots,374,"2019-10-18 00:00:00",1.99,0
15811,1069621,57381,Promiscuous,"Single female",19-24,Grocery,private,Shortening/oil,374,"2019-10-18 00:00:00",1.79,0
15811,13417588,57381,Promiscuous,"Single female",19-24,Nutrition,national,Chips/snacks,374,"2019-10-18 00:00:00",3.49,0
15811,999858,57381,Promiscuous,"Single female",19-24,Meat,national,Beef,374,"2019-10-18 00:00:00",3.82,0
15811,1116821,57381,Promiscuous,"Single female",19-24,Produce,national,Mushrooms,374,"2019-10-18 00:00:00",1.99,0
15811,834484,57381,Promiscuous,"Single female",19-24,Produce,national,Onions,374,"2019-10-18 00:00:00",1,0
15811,1015597,57381,Promiscuous,"Single female",19-24,Meat,national,"Lunch meat",374,"2019-10-18 00:00:00",5.18,0
15811,821931,57381,Promiscuous,"Single female",19-24,"Salad Bar",national,Salad,374,"2019-10-18 00:00:00",0.29,0
15811,1012594,57381,Promiscuous,"Single female",19-24,Nutrition,national,Frozen,374,"2019-10-18 00:00:00",4,0
15811,13671759,57381,Promiscuous,"Single female",19-24,Pharmaceutical,national,Candy,374,"2019-10-18 00:00:00",1,0
15811,8160319,57381,Promiscuous,"Single female",19-24,Pharmaceutical,national,Candy,374,"2019-10-18 00:00:00",0.34,0
15811,1067748,57381,Promiscuous,"Single female",19-24,Pharmaceutical,private,"Dietary aid products",374,"2019-10-18 00:00:00",7.49,0
15811,1109832,57381,Promiscuous,"Single female",19-24,Pastry,national,Cookies,374,"2019-10-18 00:00:00",2.99,0
15815,1018077,52250,Loyalist,"Single female",19-24,Grocery,private,Condiments,374,"2019-08-18 00:00:00",1.67,0
15815,10455984,52250,Loyalist,"Single female",19-24,Grocery,national,Margarines,374,"2019-08-18 00:00:00",2.29,0
15815,951590,52250,Loyalist,"Single female",19-24,Grocery,national,"Baked bread/buns/rolls",374,"2019-08-18 00:00:00",3,0
15815,1127232,52250,Loyalist,"Single female",19-24,Grocery,private,Fruit,374,"2019-08-18 00:00:00",3.34,0
15815,859075,52250,Loyalist,"Single female",19-24,Grocery,private,Cheese,374,"2019-08-18 00:00:00",5,0
15815,16769526,52250,Loyalist,"Single female",19-24,Grocery,national,"Baked bread/buns/rolls",374,"2019-08-18 00:00:00",2.5,0
15815,877935,52250,Loyalist,"Single female",19-24,Grocery,national,"Vegetables - shelf stable",374,"2019-08-18 00:00:00",6,0
15815,1136257,52250,Loyalist,"Single female",19-24,Grocery,private,Cheese,374,"2019-08-18 00:00:00",1.5,0
15815,1039589,52250,Loyalist,"Single female",19-24,Grocery,private,"Bag snacks",374,"2019-08-18 00:00:00",1,0
15815,15972474,52250,Loyalist,"Single female",19-24,Grocery,private,Yogurt,374,"2019-08-18 00:00:00",0.4,0
15815,1106523,52250,Loyalist,"Single female",19-24,Grocery,private,"Fluid milk products",374,"2019-08-18 00:00:00",2.59,0
15815,1081177,52250,Loyalist,"Single female",19-24,Produce,national,Tomatoes,374,"2019-08-18 00:00:00",3.14,0
15815,1043006,52250,Loyalist,"Single female",19-24,Grocery,private,"Soft drinks",374,"2019-08-18 00:00:00",0.59,0
15815,13007721,52250,Loyalist,"Single female",19-24,Meat,national,Beef,374,"2019-08-18 00:00:00",7.99,0
15815,1052729,52250,Loyalist,"Single female",19-24,Deli,national,Chicken/poultry,374,"2019-08-18 00:00:00",3.96,0
15815,9524291,52250,Loyalist,"Single female",19-24,Deli,private,"Prepared food",374,"2019-08-18 00:00:00",6.99,0
15815,1021560,52250,Loyalist,"Single female",19-24,Floral,national,"Floral accessories",374,"2019-08-18 00:00:00",1.49,0
15815,871611,52250,Loyalist,"Single female",19-24,Meat,national,Chicken,374,"2019-08-18 00:00:00",5.12,0
15815,903325,52250,Loyalist,"Single female",19-24,Produce,national,Broccoli/cauliflower,374,"2019-08-18 00:00:00",1.99,0
15815,1127831,52250,Loyalist,"Single female",19-24,Produce,national,Berries,374,"2019-08-18 00:00:00",4.99,0
15815,12781948,52250,Loyalist,"Single female",19-24,Pharmaceutical,national,"Hardware supplies",374,"2019-08-18 00:00:00",2.99,0
15815,944065,52250,Loyalist,"Single female",19-24,Pharmaceutical,national,"Electrical suppplies",374,"2019-08-18 00:00:00",2.49,0
15815,15596933,52250,Loyalist,"Single female",19-24,Pharmaceutical,national,Candy,374,"2019-08-18 00:00:00",1,0
15815,5582169,52250,Loyalist,"Single female",19-24,Pharmaceutical,national,Analgesics,374,"2019-08-18 00:00:00",6.99,0
15818,1078258,62607,Loyalist,"2 adults with no kids",19-24,Grocery,national,"Dog foods",374,"2017-12-18 00:00:00",7.99,65
15818,891405,62607,Loyalist,"2 adults with no kids",19-24,Grocery,national,"Refrigerated dough products",374,"2017-12-18 00:00:00",1,65
15818,853178,62607,Loyalist,"2 adults with no kids",19-24,Grocery,private,"Meat - Other",374,"2017-12-18 00:00:00",0.8,65
15818,14024857,62607,Loyalist,"2 adults with no kids",19-24,Grocery,national,"Snack nuts",374,"2017-12-18 00:00:00",8.99,65
15818,1059922,62607,Loyalist,"2 adults with no kids",19-24,Grocery,private,Cheese,374,"2017-12-18 00:00:00",2.99,65
15818,862349,62607,Loyalist,"2 adults with no kids",19-24,Grocery,private,"Fluid milk products",374,"2017-12-18 00:00:00",1.89,65
15818,951746,62607,Loyalist,"2 adults with no kids",19-24,Grocery,national,Yogurt,374,"2017-12-18 00:00:00",0.5,65
15818,1133018,62607,Loyalist,"2 adults with no kids",19-24,Grocery,private,"Fluid milk products",374,"2017-12-18 00:00:00",1.5,65
15818,979707,62607,Loyalist,"2 adults with no kids",19-24,Produce,national,Onions,374,"2017-12-18 00:00:00",0.75,65
15818,1098248,62607,Loyalist,"2 adults with no kids",19-24,Produce,national,Pears,374,"2017-12-18 00:00:00",3.76,65
15818,901062,62607,Loyalist,"2 adults with no kids",19-24,Produce,national,Apples,374,"2017-12-18 00:00:00",3.75,65
15818,989144,62607,Loyalist,"2 adults with no kids",19-24,Produce,national,Potatoes,374,"2017-12-18 00:00:00",1.5,65
15818,9245106,62607,Loyalist,"2 adults with no kids",19-24,Meat,national,Beef,374,"2017-12-18 00:00:00",6.13,65
15818,1067695,62607,Loyalist,"2 adults with no kids",19-24,Grocery,national,"Soft drinks",374,"2017-12-18 00:00:00",3.34,65
15818,1121213,62607,Loyalist,"2 adults with no kids",19-24,Grocery,national,"Frozen meat",374,"2017-12-18 00:00:00",3.58,65
15818,912178,62607,Loyalist,"2 adults with no kids",19-24,Meat,national,Beef,374,"2017-12-18 00:00:00",1.26,65
15818,933835,62607,Loyalist,"2 adults with no kids",19-24,Deli,national,"Deli meats",374,"2017-12-18 00:00:00",3.11,65
15818,5585635,62607,Loyalist,"2 adults with no kids",19-24,Grocery,private,Yogurt,374,"2017-12-18 00:00:00",0.8,65
15820,909349,52166,Loyalist,"2 adults with kids",25-34,Grocery,private,Flour,374,"2019-08-18 00:00:00",1.12,0
15820,1013321,52166,Loyalist,"2 adults with kids",25-34,Grocery,private,"Vegetables - shelf stable",374,"2019-08-18 00:00:00",0.88,0
15820,1098435,52166,Loyalist,"2 adults with kids",25-34,Grocery,national,Coffee,374,"2019-08-18 00:00:00",4.29,0
15820,15972074,52166,Loyalist,"2 adults with kids",25-34,Grocery,national,"Bath tissues",374,"2019-08-18 00:00:00",5.99,0
15820,953476,52166,Loyalist,"2 adults with kids",25-34,Grocery,private,"Paper towels",374,"2019-08-18 00:00:00",2,0
15820,1072843,52166,Loyalist,"2 adults with kids",25-34,Grocery,national,"Frozen bread/dough",374,"2019-08-18 00:00:00",3.98,0
15820,820122,52166,Loyalist,"2 adults with kids",25-34,Meat,private,Bacon,374,"2019-08-18 00:00:00",1.99,0
15820,1082185,52166,Loyalist,"2 adults with kids",25-34,Produce,national,"Tropical fruit",374,"2019-08-18 00:00:00",0.98,0
15820,1064478,52166,Loyalist,"2 adults with kids",25-34,Meat,national,"Lunch meat",374,"2019-08-18 00:00:00",2.89,0
15820,1000753,52166,Loyalist,"2 adults with kids",25-34,Meat,national,Beef,374,"2019-08-18 00:00:00",8.39,0
15820,1052729,52166,Loyalist,"2 adults with kids",25-34,Deli,national,Chicken/poultry,374,"2019-08-18 00:00:00",3.96,0
15820,12452939,52166,Loyalist,"2 adults with kids",25-34,Meat,private,"Breakfast sausage/sandwiches",374,"2019-08-18 00:00:00",7.98,0
15820,936914,52166,Loyalist,"2 adults with kids",25-34,Meat,national,Bacon,374,"2019-08-18 00:00:00",2.59,0
15820,868499,52166,Loyalist,"2 adults with kids",25-34,Seafood,national,Seafood-misc,374,"2019-08-18 00:00:00",2.19,0
15822,9837058,52237,Loyalist,"1 adult with kids",35-44,Nutrition,national,Fitness/diet,374,"2019-08-18 00:00:00",1,0
15822,7441419,52237,Loyalist,"1 adult with kids",35-44,Grocery,private,"Ice cream/milk/sherbets",374,"2019-08-18 00:00:00",3,0
15822,1130015,52237,Loyalist,"1 adult with kids",35-44,Grocery,private,"Powder/crystal drink mix",374,"2019-08-18 00:00:00",3.59,0
15822,1127313,52237,Loyalist,"1 adult with kids",35-44,Grocery,national,"Imported wine",374,"2019-08-18 00:00:00",7.99,0
15822,1021560,52237,Loyalist,"1 adult with kids",35-44,Floral,national,"Floral accessories",374,"2019-08-18 00:00:00",1.49,0
15822,17104127,52237,Loyalist,"1 adult with kids",35-44,Pharmaceutical,national,Candy,374,"2019-08-18 00:00:00",2.74,0
15822,834484,52237,Loyalist,"1 adult with kids",35-44,Produce,national,Onions,374,"2019-08-18 00:00:00",1,0
15822,944249,52237,Loyalist,"1 adult with kids",35-44,Grocery,private,Cheese,374,"2019-08-18 00:00:00",2.99,0
15822,15926711,52237,Loyalist,"1 adult with kids",35-44,Grocery,national,Soup,374,"2019-08-18 00:00:00",1.59,0
15822,822407,52237,Loyalist,"1 adult with kids",35-44,Grocery,national,"Meat - Other",374,"2019-08-18 00:00:00",1,0
15822,834484,52237,Loyalist,"1 adult with kids",35-44,Produce,national,Onions,374,"2019-08-18 00:00:00",0.5,0
15822,933835,52237,Loyalist,"1 adult with kids",35-44,Deli,national,"Deli meats",374,"2019-08-18 00:00:00",5.14,0
15822,1091440,52237,Loyalist,"1 adult with kids",35-44,Nutrition,national,Condiments,374,"2019-08-18 00:00:00",5.49,0
15822,1081177,52237,Loyalist,"1 adult with kids",35-44,Produce,national,Tomatoes,374,"2019-08-18 00:00:00",3.14,0
15822,961554,52237,Loyalist,"1 adult with kids",35-44,Produce,private,Carrots,374,"2019-08-18 00:00:00",1.99,0
15822,834484,52237,Loyalist,"1 adult with kids",35-44,Produce,national,Onions,374,"2019-08-18 00:00:00",1,0
15822,979707,52237,Loyalist,"1 adult with kids",35-44,Produce,national,Onions,374,"2019-08-18 00:00:00",0.84,0
15847,8019087,52210,"First Time Buyer","Single female",19-24,Grocery,national,"Pet care supplies",374,"2019-08-18 00:00:00",2.99,0
15847,12386080,52210,"First Time Buyer","Single female",19-24,Grocery,national,"Frozen pizza",374,"2019-08-18 00:00:00",2,0
15847,5569471,52210,"First Time Buyer","Single female",19-24,Grocery,national,"Soft drinks",374,"2019-08-18 00:00:00",4.19,0
15847,1037863,52210,"First Time Buyer","Single female",19-24,Produce,national,"Vegetables - all others",374,"2019-08-18 00:00:00",0.78,0
15847,7169034,52210,"First Time Buyer","Single female",19-24,Produce,private,"Organic fruit/vegetables",374,"2019-08-18 00:00:00",1.99,0
15847,1126808,52210,"First Time Buyer","Single female",19-24,Grocery,private,"Frozen novelties",374,"2019-08-18 00:00:00",4,0
15847,14025006,52210,"First Time Buyer","Single female",19-24,Grocery,national,"Peanut butter/jelly/jams",374,"2019-08-18 00:00:00",2.19,0
15847,903325,52210,"First Time Buyer","Single female",19-24,Produce,national,Broccoli/cauliflower,374,"2019-08-18 00:00:00",1.5,0
15847,14025315,52210,"First Time Buyer","Single female",19-24,Produce,national,Popcorn,374,"2019-08-18 00:00:00",1.67,0
15847,5568642,52210,"First Time Buyer","Single female",19-24,Seafood,national,Seafood-frozen,374,"2019-08-18 00:00:00",5,0
15847,15512011,52210,"First Time Buyer","Single female",19-24,Pharmaceutical,national,"Greeting cards/party supplies",374,"2019-08-18 00:00:00",1.99,0
15847,983666,52210,"First Time Buyer","Single female",19-24,Pastry,private,Rolls,374,"2019-08-18 00:00:00",2.49,0
15850,913210,57357,Loyalist,"1 adult with kids",25-34,Grocery,national,"Water - carbonated/flavoured drinks",374,"2019-10-18 00:00:00",3.99,0
15850,968936,57357,Loyalist,"1 adult with kids",25-34,Pharmaceutical,national,Newspaper,374,"2019-10-18 00:00:00",1.85,0
15850,890612,57357,Loyalist,"1 adult with kids",25-34,Grocery,national,Yogurt,374,"2019-10-18 00:00:00",0.6,0
15850,1136666,57357,Loyalist,"1 adult with kids",25-34,Grocery,national,"Isotonic drinks",374,"2019-10-18 00:00:00",0.8,0
15850,879734,57357,Loyalist,"1 adult with kids",25-34,Grocery,national,Beers/ales,374,"2019-10-18 00:00:00",11.99,0
15850,897224,57357,Loyalist,"1 adult with kids",25-34,Grocery,national,"Dry beans/vegetables/potato/rice",374,"2019-10-18 00:00:00",1.99,0
15850,911708,57357,Loyalist,"1 adult with kids",25-34,Grocery,private,Spices,374,"2019-10-18 00:00:00",3.59,0
15850,913210,57357,Loyalist,"1 adult with kids",25-34,Grocery,national,"Water - carbonated/flavoured drinks",374,"2019-10-18 00:00:00",3.99,0
15850,9487325,57357,Loyalist,"1 adult with kids",25-34,Grocery,national,"Crackers/misc bkd fd",374,"2019-10-18 00:00:00",3.49,0
15850,823862,57357,Loyalist,"1 adult with kids",25-34,Deli,private,Chicken/poultry,374,"2019-10-18 00:00:00",3.99,0
15850,12988031,57357,Loyalist,"1 adult with kids",25-34,Grocery,national,"Bag snacks",374,"2019-10-18 00:00:00",3.49,0
15850,1067695,57357,Loyalist,"1 adult with kids",25-34,Grocery,national,"Soft drinks",374,"2019-10-18 00:00:00",10,0
15850,1109832,57357,Loyalist,"1 adult with kids",25-34,Pastry,national,Cookies,374,"2019-10-18 00:00:00",2.99,0
15850,9836460,57357,Loyalist,"1 adult with kids",25-34,Produce,national,Salad,374,"2019-10-18 00:00:00",2,0
15850,916122,57357,Loyalist,"1 adult with kids",25-34,Meat,national,Chicken,374,"2019-10-18 00:00:00",4.31,0
15850,1082185,57357,Loyalist,"1 adult with kids",25-34,Produce,national,"Tropical fruit",374,"2019-10-18 00:00:00",0.64,0
15850,1081177,57357,Loyalist,"1 adult with kids",25-34,Produce,national,Tomatoes,374,"2019-10-18 00:00:00",4.44,0
15850,1042907,57357,Loyalist,"1 adult with kids",25-34,Meat,private,Bacon,374,"2019-10-18 00:00:00",5,0
15850,1108776,57357,Loyalist,"1 adult with kids",25-34,Pharmaceutical,national,Magazine,374,"2019-10-18 00:00:00",2.99,0
15850,1014388,57357,Loyalist,"1 adult with kids",25-34,Pharmaceutical,national,Cigarettes,374,"2019-10-18 00:00:00",3.29,0
15853,948832,54764,Promiscuous,"2 adults with kids",45-54,Meat,national,"Hot dogs",374,"2017-09-18 00:00:00",2.19,5
15853,889774,54764,Promiscuous,"2 adults with kids",45-54,Grocery,national,"Vegetables - shelf stable",374,"2017-09-18 00:00:00",1.19,5
15853,1003600,54764,Promiscuous,"2 adults with kids",45-54,Produce,national,Potatoes,374,"2017-09-18 00:00:00",0.69,5
15853,919704,54764,Promiscuous,"2 adults with kids",45-54,Grocery,national,Soup,374,"2017-09-18 00:00:00",1.59,5
15853,15972927,54764,Promiscuous,"2 adults with kids",45-54,Grocery,national,"Facial tissues",374,"2017-09-18 00:00:00",1.49,5
15853,5580166,54764,Promiscuous,"2 adults with kids",45-54,Meat,national,Beef,374,"2017-09-18 00:00:00",1.29,5
15853,996114,54764,Promiscuous,"2 adults with kids",45-54,Produce,national,Pears,374,"2017-09-18 00:00:00",2.39,5
15853,936169,54764,Promiscuous,"2 adults with kids",45-54,Nutrition,national,Fitness/diet,374,"2017-09-18 00:00:00",2,5
15853,878996,54764,Promiscuous,"2 adults with kids",45-54,Produce,national,Grapes,374,"2017-09-18 00:00:00",2.6,5
15853,882289,54764,Promiscuous,"2 adults with kids",45-54,Pharmaceutical,national,"Oral hygiene products",374,"2017-09-18 00:00:00",2.59,5
15853,6944819,54764,Promiscuous,"2 adults with kids",45-54,Pharmaceutical,national,Vitamins,374,"2017-09-18 00:00:00",9.49,5
15853,866227,54764,Promiscuous,"2 adults with kids",45-54,Pastry,national,"Breakfast sweets",374,"2017-09-18 00:00:00",1,5
15855,10456166,57399,Loyalist,"Single male",19-24,Grocery,national,"Frozen meat",374,"2019-10-18 00:00:00",2,16
15855,917767,57399,Loyalist,"Single male",19-24,Grocery,national,Coffee,374,"2019-10-18 00:00:00",7.69,16
15855,840227,57399,Loyalist,"Single male",19-24,Grocery,national,"Facial tissues",374,"2019-10-18 00:00:00",1.79,16
15855,937573,57399,Loyalist,"Single male",19-24,Grocery,national,"Household cleaning needs",374,"2019-10-18 00:00:00",2.5,16
15855,1113792,57399,Loyalist,"Single male",19-24,Grocery,private,"Pasta sauce",374,"2019-10-18 00:00:00",0.79,16
15855,1063709,57399,Loyalist,"Single male",19-24,Deli,national,Snacks,374,"2019-10-18 00:00:00",2.5,16
15855,1067695,57399,Loyalist,"Single male",19-24,Grocery,national,"Soft drinks",374,"2019-10-18 00:00:00",10,16
15855,944534,57399,Loyalist,"Single male",19-24,Meat,national,Beef,374,"2019-10-18 00:00:00",4.25,16
15855,983959,57399,Loyalist,"Single male",19-24,Deli,national,"Deli meats",374,"2019-10-18 00:00:00",1.44,16
15855,1046262,57399,Loyalist,"Single male",19-24,Produce,national,Peppers,374,"2019-10-18 00:00:00",1.5,16
15855,824005,57399,Loyalist,"Single male",19-24,Produce,national,Mushrooms,374,"2019-10-18 00:00:00",1.99,16
15855,883003,57399,Loyalist,"Single male",19-24,Deli,national,"Deli meats",374,"2019-10-18 00:00:00",2.88,16
15855,15626737,57399,Loyalist,"Single male",19-24,Produce,national,Tomatoes,374,"2019-10-18 00:00:00",3.99,16
15855,1116821,57399,Loyalist,"Single male",19-24,Produce,national,Mushrooms,374,"2019-10-18 00:00:00",1.99,16
15855,952163,57399,Loyalist,"Single male",19-24,Produce,private,Potatoes,374,"2019-10-18 00:00:00",2.99,16
15855,987311,57399,Loyalist,"Single male",19-24,Seafood,national,Seafood-frozen,374,"2019-10-18 00:00:00",2.5,16
15855,824005,57399,Loyalist,"Single male",19-24,Produce,national,Mushrooms,374,"2019-10-18 00:00:00",1.99,16
15855,1103556,57399,Loyalist,"Single male",19-24,Pharmaceutical,national,Candy,374,"2019-10-18 00:00:00",0.66,16
15856,849843,62615,Promiscuous,"Single female",19-24,Grocery,private,"Baked bread/buns/rolls",374,"2017-12-18 00:00:00",1,105
15856,1137688,62615,Promiscuous,"Single female",19-24,Produce,national,Squash,374,"2017-12-18 00:00:00",1.73,105
15856,6979222,62615,Promiscuous,"Single female",19-24,Grocery,national,"Dry beans/vegetables/potato/rice",374,"2017-12-18 00:00:00",1.49,105
15856,999730,62615,Promiscuous,"Single female",19-24,Grocery,national,Soup,374,"2017-12-18 00:00:00",1.39,105
15856,1097195,62615,Promiscuous,"Single female",19-24,Grocery,private,Cheese,374,"2017-12-18 00:00:00",2,105
15856,845894,62615,Promiscuous,"Single female",19-24,Grocery,national,"Frozen meat",374,"2017-12-18 00:00:00",2.5,105
15856,5585639,62615,Promiscuous,"Single female",19-24,Grocery,private,Yogurt,374,"2017-12-18 00:00:00",0.36,105
15856,5569230,62615,Promiscuous,"Single female",19-24,Grocery,national,"Soft drinks",374,"2017-12-18 00:00:00",2.88,105
15856,962568,62615,Promiscuous,"Single female",19-24,Produce,national,"Vegetables - all others",374,"2017-12-18 00:00:00",1.49,105
15856,1082185,62615,Promiscuous,"Single female",19-24,Produce,national,"Tropical fruit",374,"2017-12-18 00:00:00",0.47,105
15856,8065410,62615,Promiscuous,"Single female",19-24,Meat,national,Bacon,374,"2017-12-18 00:00:00",2.5,105
15856,827176,62615,Promiscuous,"Single female",19-24,Produce,national,Citrus,374,"2017-12-18 00:00:00",0.99,105
15856,1105488,62615,Promiscuous,"Single female",19-24,Produce,national,Grapes,374,"2017-12-18 00:00:00",4.48,105
15856,903325,62615,Promiscuous,"Single female",19-24,Produce,national,Broccoli/cauliflower,374,"2017-12-18 00:00:00",1.99,105
15856,901062,62615,Promiscuous,"Single female",19-24,Produce,national,Apples,374,"2017-12-18 00:00:00",2.26,105
15856,909714,62615,Promiscuous,"Single female",19-24,Produce,national,Apples,374,"2017-12-18 00:00:00",2.77,105
15856,979707,62615,Promiscuous,"Single female",19-24,Produce,national,Onions,374,"2017-12-18 00:00:00",0.75,105
15856,1122790,62615,Promiscuous,"Single female",19-24,Pharmaceutical,national,"Baby foods",374,"2017-12-18 00:00:00",1.5,105
15856,1074524,62615,Promiscuous,"Single female",19-24,Grocery,national,"Soft drinks",374,"2017-12-18 00:00:00",1.33,105
15856,1047076,62615,Promiscuous,"Single female",19-24,Grocery,national,Yogurt,374,"2017-12-18 00:00:00",2.69,105
15856,982790,62615,Promiscuous,"Single female",19-24,Meat,national,"Lunch meat",374,"2017-12-18 00:00:00",2.99,105
15856,978726,62615,Promiscuous,"Single female",19-24,Grocery,national,"Soft drinks",374,"2017-12-18 00:00:00",1.19,105
15856,910513,62615,Promiscuous,"Single female",19-24,Grocery,private,Cookies,374,"2017-12-18 00:00:00",1.25,105
15856,6463727,62615,Promiscuous,"Single female",19-24,Grocery,national,Cheese,374,"2017-12-18 00:00:00",1.5,105
15856,1095040,62615,Promiscuous,"Single female",19-24,Grocery,national,"Frozen meat",374,"2017-12-18 00:00:00",1.67,105
15856,981760,62615,Promiscuous,"Single female",19-24,Grocery,private,Eggs,374,"2017-12-18 00:00:00",1.09,105
15856,12757316,62615,Promiscuous,"Single female",19-24,Pastry,private,"Breakfast sweets",374,"2017-12-18 00:00:00",3,105
15856,911409,62615,Promiscuous,"Single female",19-24,Pastry,private,Cookies,374,"2017-12-18 00:00:00",2,105
15861,957190,62744,Loyalist,"Single male",19-24,Grocery,national,"Soft drinks",374,"2018-12-18 00:00:00",1.5,21
15861,1087411,62744,Loyalist,"Single male",19-24,Meat,national,"Lunch meat",374,"2018-12-18 00:00:00",2.29,21
15861,1065593,62744,Loyalist,"Single male",19-24,Grocery,national,"Bath tissues",374,"2018-12-18 00:00:00",1.15,21
15861,1046789,62744,Loyalist,"Single male",19-24,Grocery,private,"Frozen novelties",374,"2018-12-18 00:00:00",2.5,21
15861,13008326,62744,Loyalist,"Single male",19-24,Meat,private,"Lunch meat",374,"2018-12-18 00:00:00",2.99,21
15861,1006060,62744,Loyalist,"Single male",19-24,Pharmaceutical,national,"Plastic housewares",374,"2018-12-18 00:00:00",4.39,21
15861,15716174,62744,Loyalist,"Single male",19-24,Grocery,national,Coffee,374,"2018-12-18 00:00:00",3.69,21
15861,820361,62744,Loyalist,"Single male",19-24,Grocery,national,"Canned beans",374,"2018-12-18 00:00:00",3,21
15861,896862,62744,Loyalist,"Single male",19-24,Meat,national,Bacon,374,"2018-12-18 00:00:00",3.99,21
15861,8203451,62744,Loyalist,"Single male",19-24,Grocery,national,"Soft drinks",374,"2018-12-18 00:00:00",1.5,21
15861,12263692,62744,Loyalist,"Single male",19-24,Meat,national,Beef,374,"2018-12-18 00:00:00",10.77,21
15861,1082185,62744,Loyalist,"Single male",19-24,Produce,national,"Tropical fruit",374,"2018-12-18 00:00:00",0.62,21
15861,14111121,62744,Loyalist,"Single male",19-24,Deli,national,"Deli specialties",374,"2018-12-18 00:00:00",2.39,21
15861,1065167,62744,Loyalist,"Single male",19-24,Deli,national,Cheese,374,"2018-12-18 00:00:00",2.5,21
15861,12757544,62744,Loyalist,"Single male",19-24,Meat,national,Chicken,374,"2018-12-18 00:00:00",3.29,21
